Title,Author,Pub_Info,Description
"The Whole book of Psalms set forth and allowed to be sung in all churches of all the people together, before and after morning and evening prayer, and also before and after sermons, and moreover, in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice and corrupting of youth / collected into English metre by Thomas Sternhold, John Hopkins, and others ; conferred with the Hebrew.",,"London : Printed for the Company of Stationers, 1682.","46, [2] p."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"Oxford : printed at the Theatre, and are to be sold by Thomas Guy at the Oxford Arms on the west-side of the Royal Exchange in Cornhill, London, anno. Dom. 1685.",96 p. : 2â°.
"The whole book of Psalms, collected into English metre by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"Oxford : printed at the Theater, and are to be sold by Thomas Guy at the Oxford Arms on the west-side of the Royal Exchange in Cornhil, London, 1685.","[6], 50, [4] p. ; 4â°."
"The Whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"London : printed by T. Hodgkin and M. Flesher for the Company of Stationers, 1688.","[6], 54, [2] p. ; 2â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches; of all the people together, before and after morning and evening prayer, and also before an after sermons, and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"London : printed by J. Richardson, and T. Hodgkin, for the Company of Stationers, 1697.","[6], 52, [6] p. ; 2â°."
"The whole book of Psalms collected into English meeter by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew, with apt notes to sing them withall. Set forth and allowed to be sung in all churches, of all the people together, before and after morning an evening prayer, as also before and after sermons: and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing",,"London : printed by T.N. for the Company of Stationers, 1662.","[18], 58, 49-123 [13] p. ; 2â°."
"The Whole book of Psalms collected into English meeter by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew, with apt notes to sing them withall. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, as also before and after sermons: and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing",,"London : printed by T. N[ewcomb]. for the Company of Stationers, 1669.","[16], 19, 19-65 p. 62, 69-71, 71-120, [14] p. ; 2â°."
"The whole book of Psalms: collected into English meeter by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: and moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballads; which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed by T.R. for the Company of Stationers, 1669.","[2], 78 p. ; 8â°."
"The whole book of Psalms collected into English meeter, by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew, with apt notes to sing them withall. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, as also before and after sermons: and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the",,"London : printed by T.N. for the Company of Stationers, 1673.",[152] p. : music ; 2â°.
"The Whole book of Psalms collected into English meeter, by Thomas Sternhold, John Hopkins, and others ; conferred with the Hebrew, with apt notes to sing them withal ; set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, as also before and after sermons, and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the",,"London : Printed by J.M. for the Company of Stationers, MDCLXXXVII.",[128] p. : : music. 2â°.
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others conferred with the Hebrew: set down and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"[Oxford] : Printed at the Theater in Oxford, and are to be sold by Moses Pitt at the Angel in St. Pauls Church-yard, Peter Parker at the Leg and Star over against the Royal Exchange in Cornhil, Ann Leake over against Dean-street in Fetter-lane, Thomas Guy at the Oxford Arm at the West side of the Royal Exchange in Cornhil, London, Anno 1682.","[16], 11-50, [4] p. ; 4."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"[Oxford] : printed at the Theater in Oxford, and are to be sold by Moses Pitt at the Angel in St. Pauls Church-yard, Peter Parker at the Leg and Star over against the Royal Exchange in Cornhill, William Leake at the Crown, between the two Temple-gates, in Fleet-street, Thomas Guy at the Oxford Arms at the west side of the Exchange in Cornhil, London, anno 1682.","[6], 56, [2] p. ; 2â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth,",,"[Oxford : s.n., 1684?]","[4], 44, [2] p. ; 2â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth,",,"[Oxford : s.n., 1685?]","[4], 44 p. ; 2â°."
"The whole book of Psalms: collected into English metre, by Thomas Sternhold, John Hopkins, and others. Conferr'd with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"London : printed by John Leake, for the Company of Stationers, M DC XCIII. [1693]","107, [5] p. ; 4â°."
"The whole book of Psalms: collected into English metre, by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening-prayer, and also before and after sermons, and moreover in private houses for their godly solace and comfort: laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed for the Company of Stationers, 1661.","[4], 212 p. ; 8â°."
